ph,turbidity,temperature,ecoli,number_of_symptom_reports,population_density,rainfall,risk_level
6.794870231689494,9.957334560107608,25.04926109764604,0,13,3403.0837342842588,122.45909110257152,HIGH
7.856277323711655,5.936824428631242,26.453618257635274,0,7,50.0,123.12538350799258,MEDIUM
5.545411619126885,10.861855914574395,42.357170739994245,1,9,10031.408296779473,33.78312271720519,HIGH
7.4909812791912715,15.103384403967482,22.447190882865897,0,9,2469.739510959391,81.47485883438644,MEDIUM
7.31396204209905,6.063446827737505,28.35935199759827,0,14,5544.527467194911,21.46217562977218,LOW
6.565265039872885,6.07827801118432,31.688212256954227,0,16,4213.231397476255,194.94755335854273,HIGH
5.798547931050391,5.843029002542295,21.22552290546639,0,11,2655.921929440239,9.074041729094333,MEDIUM
7.164916556942482,3.518722546220234,17.434452975564408,0,8,50.0,39.98603244463065,LOW
6.623456561842578,6.01842020342425,23.393411142226963,0,10,3560.751758308986,81.29093191215497,MEDIUM
7.309408590219233,5.547353491451492,31.556779206653207,0,12,3439.2843985623254,25.12853974649361,LOW
7.119666930971098,5.314746810069068,24.947979289630304,0,9,5092.550036705072,21.16867800803091,LOW
8.541601002188823,5.256343491614141,25.61336441183385,0,11,10207.311074135143,51.88152533870529,MEDIUM
6.884579935274278,2.4905263101462722,32.464617907752476,0,8,6004.5807147705345,30.98068417431976,LOW
6.1788522566403214,12.442448680022057,22.161941523030844,1,9,6607.612101223677,7.564066617822837,HIGH
7.261348071460684,4.095117272536214,26.4674681331233,0,7,3345.5198798490464,51.795401237717186,LOW
7.297997015574588,15.645460735129332,17.916953752099086,0,8,522.8330786321108,78.97631857308575,MEDIUM
8.323268817716393,2.966019926906273,28.924314364354775,1,10,3418.0583323834717,45.08527845825681,HIGH
7.85160012132312,17.929570987216074,28.37704244741046,1,14,2143.436835281618,50.674919843611086,HIGH
7.421183953234558,4.877995538542868,31.773217789003304,0,8,4059.801565944017,70.72931575283532,MEDIUM
8.416972602097605,11.548232338057744,20.128463209971684,0,10,2816.3312273153842,159.0278743827849,MEDIUM
6.030113251109434,6.985012723799366,25.8486745153655,0,12,50.0,38.234677655151195,MEDIUM
6.524223620525227,2.201034655463084,19.329177837250878,0,6,7747.540556615692,67.05339669674426,MEDIUM
6.266081652735028,2.305790478807676,25.523359883065208,0,11,3805.7959818293425,50.99036416037496,MEDIUM
6.749171177159808,3.8341735602612754,35.89072845264735,0,12,3275.8976224932253,19.90948665076225,MEDIUM
5.860982467199322,4.673155045973695,25.075483464156104,0,4,1106.617064662713,88.87894248821745,MEDIUM
7.6716358521329635,6.201578501822226,18.80448105453058,0,9,2868.8773733937733,132.17662059330894,MEDIUM
6.899999572611104,8.051044750461987,22.920724410151102,0,10,1782.7389544149453,79.05423664814329,MEDIUM
5.776274334947607,5.633699102758119,17.33428899949673,0,10,856.8262918899449,4.962337195349411,LOW
6.185978826913212,7.759299198386471,19.225362727156686,1,4,4655.621014273722,40.14261724340683,HIGH
7.382162462705176,8.641120509251717,31.0259216849724,0,9,2887.298952308263,78.84610879462024,MEDIUM
7.854313911104943,5.4528815285298675,18.322300575827377,0,12,6296.086346860373,107.62825191256454,MEDIUM
8.897057802522607,9.849890339318875,28.873971542129265,1,5,3190.9990379840806,11.791377244780795,HIGH
9.722476219406596,11.330251396860454,27.15445605529544,0,11,4521.408150625294,19.377952139959522,MEDIUM
7.472968489948396,8.79062390560149,23.810830505439995,0,12,4441.601055724259,68.72177783090508,MEDIUM
6.209415691971322,9.128846742110523,28.36409988034666,0,7,5277.472730823535,56.600168303746955,MEDIUM
5.181158347341821,7.292166531875633,21.374030943916466,0,8,1844.7506289753367,51.92979984027622,MEDIUM
7.340940316109452,13.146846580768454,32.04506640496228,0,10,6717.527178587229,153.0963877007229,HIGH
6.368353014220706,6.303843996220909,22.809958208566012,0,10,895.985203031196,163.25314629100717,HIGH
6.726178465838283,3.8886026108943748,24.681798668358677,1,10,4318.821099092083,23.6775452899563,MEDIUM
6.549112880846172,6.437164404877034,23.967893967617357,0,9,826.2081238823399,8.561749892252735,LOW
6.973288202225253,2.2350479267200036,31.136841386446594,0,7,3861.96119573949,49.194493780869934,LOW
8.059382207708879,2.002829025087875,30.266663481053396,0,9,6694.355786221761,87.56074581725332,MEDIUM
7.24134371070081,11.3655662310597,11.269793004457199,1,6,5755.341407988355,114.83053979223304,HIGH
6.95722864666518,15.806897573341061,28.525457617669076,0,12,7163.958195736395,38.75550715407817,MEDIUM
6.167911622456769,4.991994977341281,16.532443009046514,0,9,3350.9697199044203,28.827264752287522,MEDIUM
5.592785349766078,11.436389716066646,24.95206972686502,0,10,6744.990101733978,71.6915301600331,HIGH
6.662322881834002,1.1071552659759065,26.350955869519797,0,6,2261.7671402832875,43.79081501531224,LOW
7.051595704263511,8.809219176561792,24.887650622808977,1,6,2916.3535332239603,54.40108891858587,HIGH
8.691136922221894,6.321921498297659,30.004915332593498,0,4,4564.095587973571,79.38057811079872,MEDIUM
7.217247069325597,17.453202419042878,31.320459396477194,1,13,6580.000610413801,46.1130605255277,HIGH
7.984465559920752,5.706485964555361,22.359205243084258,0,6,2667.4428362083363,14.041559586937874,LOW
6.650633961314763,2.7863939668131845,22.141217985016073,0,10,6146.385118828007,29.532717237602817,LOW
6.033550610224678,1.7591809384091892,26.7841826780849,0,12,4847.324819113154,30.88205947433351,LOW
6.231394913990865,6.433638469743432,17.737607516603063,1,8,5143.263824688209,31.159749047650305,HIGH
6.447296541917821,7.2821365153454956,24.13813214887393,0,10,1807.0413225579525,6.925960431575982,MEDIUM
9.015622759191647,5.4573163613717375,35.088467000324144,0,15,3122.818812810951,180.20694851701623,HIGH
6.360751988698052,11.602820299815866,17.962196608735706,1,7,3937.8273207069005,19.217048514925917,HIGH
7.85464028336271,14.734621717129835,24.959295844119552,0,8,5144.9939232395955,91.19668755940614,MEDIUM
6.287365539721676,4.9517174686362235,23.4461951224193,0,15,1939.2477494415118,25.702047200975446,MEDIUM
7.93841571158682,1.3216193257496809,39.03160728832655,0,12,582.4655132618602,38.446912160927525,LOW
7.446455869495277,7.790043021133951,23.77283275998208,1,9,50.0,53.28527116992085,MEDIUM
6.959025892107718,13.31603611595204,24.121134687849025,0,8,6288.271055021384,32.62353921347077,MEDIUM
7.063313726478109,4.968079582332751,20.815410433189616,0,12,6843.45042081831,143.26258653405992,MEDIUM
6.510691074113549,9.127789318244085,27.055930821403507,1,8,50.0,350.0,HIGH
7.501464981333872,2.617933163552643,28.621002330142126,0,10,4411.878258870747,7.9371644988357986,LOW
6.690514867693298,7.661756961319468,21.685080914282434,0,5,3144.0251117531093,109.74423648585767,MEDIUM
5.996954812609476,9.239457647074587,32.93233680433179,0,9,7607.685590000594,60.12960790597013,MEDIUM
5.949856183112343,7.809232314163822,28.626381505731054,0,12,3611.260304181712,40.174203468660444,MEDIUM
7.255329125949907,20.36736867963211,32.11139561259109,0,9,5727.431064517078,97.03431601688148,HIGH
8.521182130769391,15.685696234345125,25.031186832960483,0,12,3009.3358969132532,116.86972907677342,HIGH
7.243992452216094,10.242427682570824,28.459105985348,0,12,2276.135605243491,49.09944464465821,LOW
6.993225506501106,12.52121011250507,25.721421030755508,1,14,6348.261148787534,131.33098068402356,HIGH
7.357243525642288,7.625362822108015,35.7460892969469,0,8,7219.411319803451,5.855795291829201,MEDIUM
8.275401567536141,6.126357818995652,27.69758482422637,0,9,647.03714204936,87.15608731177748,MEDIUM
7.29744425122747,4.583115315222674,27.05252368988999,0,3,7398.836780911195,54.52335011380106,MEDIUM
6.730165492249636,2.570653631111675,24.250548005874514,1,9,1470.5768753266793,62.97541770627349,MEDIUM
8.0956598390539,16.14687257739887,23.904218217167017,1,11,50.0,108.04082708979152,HIGH
7.4858807946154515,20.866328465537812,28.42633244894296,1,23,4230.291331444513,80.61484052246117,HIGH
8.482180392796392,6.542623291694049,31.917524756236286,1,8,5620.07748603749,183.3852605753644,HIGH
7.264910993499715,6.622010186382382,22.892651412539472,1,10,50.0,205.06321964544549,HIGH
5.99797787145155,9.49629354943015,27.759475663056772,1,11,50.0,45.84874278091144,HIGH
5.868656720678901,5.725219325156927,28.105016946114688,0,13,2814.5827290120837,16.6796922303881,MEDIUM
8.585835139008124,2.853258059311522,29.15018109825366,0,8,2440.024749418589,52.372218052633876,MEDIUM
8.651299148704966,2.176848669242291,16.75502158883569,0,16,8034.925614842927,23.60037389918845,MEDIUM
6.938432708045659,20.407535527361578,21.45160380173407,0,11,4233.858452950704,36.788472344982104,MEDIUM
6.755131410977611,1.5135198632029647,18.804932879268595,0,5,6256.724512973941,58.59813841440373,LOW
8.415299863017982,8.01188541970804,27.197306559910473,0,5,4787.132832818018,11.50656759157076,LOW
6.1036588861608605,1.706248542421403,21.594159780658135,0,9,8592.342609722285,77.38034744450894,MEDIUM
6.294745682939756,5.929646084283808,24.022553289439514,0,5,1703.2446803037549,49.26612116302084,LOW
7.6789941152201395,4.933200407539416,19.834316856534922,0,9,3953.730268502906,27.879626919853962,LOW
6.744855389426369,1.9696580033777336,24.580580776993184,0,5,50.0,3.0943922641283947,LOW
7.095390319951935,9.716581219752534,20.255378392687387,1,9,6471.906084791849,105.54592481586971,HIGH
6.952901391327939,2.6891646594404115,31.547450652197703,0,7,7319.265559585226,117.44782421322098,MEDIUM
7.40381709391904,1.7402762326612948,29.875367818773466,0,3,6643.765958726911,108.81645518812451,MEDIUM
8.366733675182346,10.430374652533375,27.901375688846116,0,13,3850.893041835703,23.443644902714087,MEDIUM
7.181526416211571,4.949358608728305,25.18834842191659,0,7,50.0,72.14263362810219,LOW
7.679544913949171,3.5634398317864284,14.773879402183649,1,10,3958.079363609652,120.63559906688532,HIGH
5.254845109072079,10.853123439474029,24.250760247030925,0,7,2302.3956111058196,67.16975593253237,MEDIUM
7.056153438262894,2.575458325713985,22.431260737875753,1,9,6783.428400440776,62.73920867338524,HIGH
6.3410927567364155,1.357618101309328,28.48364530359313,0,6,3005.2035101624024,167.4126345536333,MEDIUM
6.003068245618734,14.113046144176586,30.718243012826232,1,15,2945.435754819667,36.803949862156465,HIGH
6.309662869764124,18.639180584996225,28.94779597495852,0,12,10287.153284887143,31.569820134876025,MEDIUM
6.799288903369269,5.8174100347874,34.57822985475953,0,10,6438.0958342570175,26.056431002929717,LOW
7.9243122881204116,0.2516445201698722,23.59011459368946,0,12,7212.618352242225,7.397502219482379,LOW
5.906246554034392,5.761712281148444,23.34134471207614,0,9,2766.10339859097,142.97016063693547,HIGH
7.127568343334976,11.261465262159756,33.22726937341546,1,19,1118.9929412232636,66.40486696116113,HIGH
6.664247509999779,13.216022956146416,27.997298367228804,1,13,7187.030933276471,37.45244621440944,HIGH
6.805094215074235,2.8274242452607843,25.518007556746703,0,9,8377.887745206657,57.02429417983573,MEDIUM
8.002482042774144,5.129952392233015,38.07912686936869,1,10,597.8200373280649,151.99690481911915,HIGH
7.584303893303533,7.5897303489449515,30.466383284296096,0,6,2751.0263529089725,12.367277019014479,LOW
8.303658296698469,10.83960916461008,25.8567349563955,1,13,1640.0781995665577,139.53447804788175,HIGH
6.9609448886750895,10.095992121263246,22.8843311181162,0,6,5547.967662046674,52.956536527962555,LOW
6.473651649496367,9.049268950849964,34.959076029503215,0,11,7241.767275991565,75.85531623207135,HIGH
6.89852706480755,13.19401308819474,28.241982125338016,0,11,3168.7374862215966,79.18153820607158,MEDIUM
7.318247112144099,6.119870384919775,27.147101517230563,0,14,3160.6255885344663,158.13300345503737,MEDIUM
7.258916022608339,16.240573388133807,31.05765856473054,1,16,50.0,24.839612196830405,HIGH
6.12405073498997,4.201720709497701,32.28052714112385,0,14,1528.1229317546859,231.32982282422958,HIGH
7.181440803465087,10.20065313209743,30.299219906945382,0,7,8420.480325882318,15.611466120586181,LOW
7.305405497125014,4.673711570926688,32.30385345379166,1,9,5579.452692583457,29.424958788906775,HIGH
9.365726633780529,5.878925031876687,29.70824615341609,0,14,6793.610215483432,88.99577860573028,MEDIUM
8.789160150153503,6.555459017681523,30.32934350058136,0,16,3177.5470577635137,145.09340891497854,HIGH
6.332080984497061,4.477821180654748,22.61017287093939,0,10,3435.427501522182,25.995757890162576,LOW
6.841354974605741,13.565691350258087,37.86212328970535,0,7,4252.129343689233,13.500600412496842,MEDIUM
5.782902198346696,4.845138437516658,19.597940046055783,1,6,5107.869016059201,150.62822239795747,HIGH
6.5683636874328615,6.320707366116787,28.856265686984845,0,8,8052.919543817817,38.308935966511605,LOW
7.384044503231306,9.42367406887438,18.979397650928355,0,9,2316.292561986453,40.716465189061196,LOW
8.18526825879941,26.000670198382693,26.41122756698427,0,9,3813.3544823241928,59.722961361391185,MEDIUM
6.443824546030752,9.653153709477547,23.57223817279149,0,9,1978.8941917235697,50.77823932435104,MEDIUM
6.511268203938982,6.718104994275539,27.814535228063903,0,11,50.0,91.14329485633698,LOW
5.16743987323521,1.139920587519966,29.05054608814587,0,8,6776.3903562641935,16.467084222715897,LOW
6.953600671509583,5.767132270618718,21.26199778203245,1,12,9092.866260090983,11.711520244476512,MEDIUM
6.143827029326393,3.8955894156856745,26.823513270290544,0,10,6343.288860042027,75.06568830973546,MEDIUM
6.623504515370533,5.080116721631086,35.362045334737694,1,9,4844.809784591576,78.3438016092051,HIGH
6.31082529964917,4.60117579239578,19.126409414991237,0,8,9389.628428855316,90.88718896826403,MEDIUM
7.015163701172698,9.361102677609374,21.8756773850276,1,13,5484.857345992685,87.19692415233938,HIGH
5.518044447779031,5.679469744749326,32.16452788749201,0,17,6447.694887704855,11.964970220014116,MEDIUM
5.779659279148108,3.2055918494041737,27.46532887947852,1,9,4594.722255126582,86.15465942422635,HIGH
9.016322400825468,11.57012743432099,27.906929578947388,0,8,5022.3570437481985,83.40962761444713,MEDIUM
5.941319676853372,2.351738395411121,33.13381409215396,0,11,3827.7343939429247,14.330364640962445,MEDIUM
6.112892979390824,6.504273073752566,22.235587789210246,0,12,6531.224885450465,117.1038546549404,HIGH
8.753222175489181,5.796954021417254,23.883988619414428,1,12,1144.4092856915809,25.181528235200428,HIGH
9.714560452316366,8.17127437053861,23.14414880119897,1,8,5373.92828240008,22.32702488188555,HIGH
6.045590034057192,13.28272967338399,24.910781715986623,1,15,1811.4730788447525,92.58412124648571,HIGH
6.7685759388907725,28.48301786927026,35.03713250968607,0,14,5627.608334045769,18.057990779882108,MEDIUM
7.4073999958464585,6.715022403061072,16.793519426852928,0,9,10903.554624852304,45.026245605094644,MEDIUM
8.655827879965033,3.8467567761584562,19.83468713453956,0,3,6159.584654655032,39.35401116983006,MEDIUM
6.211828629414586,3.565394483034117,18.805901596240925,0,12,7486.985646260129,33.531019322404475,MEDIUM
6.879249938652101,3.552450220206103,35.41016370411581,0,6,6726.935381914581,27.10014092643873,MEDIUM
7.799603818455569,7.969541347614454,23.31360039180142,1,7,50.0,209.72303742683107,HIGH
7.491289467019956,0.8879485969351318,25.03995812349001,0,11,3831.2562824593706,88.59786139811614,LOW
6.76145953589291,2.2304232780867057,17.312194932474384,0,6,5454.045822730418,30.161485424329058,LOW
6.979559331935563,7.974576269668171,25.425683783004487,0,15,50.0,30.92866546975344,LOW
5.862593772467016,11.946112094524132,32.1991303250518,0,13,3405.1731665545226,69.60737238764831,HIGH
6.885643630422801,11.992138450119892,28.517742289637777,0,11,3978.1172961557686,39.175769527722245,LOW
6.86025125899194,6.937754177237377,26.352815692208246,0,7,751.5472325602685,73.06486062300053,MEDIUM
7.30895290066363,10.96212965416209,17.610686847289553,0,8,1484.8700792968543,19.61619444251743,LOW
6.6002055030628854,13.43197328874849,25.032287476152167,0,6,7944.59221839066,59.54190690070341,MEDIUM
7.524384670290625,4.7912865742183035,27.881488583555292,0,13,50.0,96.93847240007152,MEDIUM
8.011444236037846,12.563012834729378,21.04905085780017,1,14,4960.112269959036,56.96336833535983,HIGH
7.239886394901619,1.611767568118525,30.929346947867288,0,10,7457.998825902733,41.676558334614825,LOW
7.4165807675592825,2.176056450674987,32.31041127987042,1,11,4124.023731151194,78.8687248960908,HIGH
7.14783981282008,5.006462225776911,23.82810774807543,1,10,8144.1525513848055,5.3134732136900835,MEDIUM
7.100075953782272,1.4221328807195652,31.354993162630226,0,12,3003.3431408283996,96.71914263637099,MEDIUM
6.450597769811437,9.463266946085126,26.3415624150958,0,11,1665.8124287982741,6.596014541410131,MEDIUM
7.384844835505977,4.271597138186519,33.88282788947288,1,7,4173.581391873628,108.78727670873147,HIGH
7.012442061427859,5.841289874313721,39.20490396034848,0,6,3131.6500591935,40.303793215738466,MEDIUM
8.983851478037534,5.9975908395613375,20.43800710840052,0,5,2598.8946473715837,102.65755242084772,MEDIUM
8.516019412227719,4.913631113431707,31.616906421279996,1,11,3694.697122821591,119.92169797222574,HIGH
7.447261897300851,3.534618220916663,34.829787396976364,1,9,1982.4226212209687,42.631101003299676,HIGH
6.413248511274709,9.161998711231641,21.175917957889006,1,7,1853.9168650083523,113.44366203702549,HIGH
6.098829675214923,4.202954790757106,23.549275990688038,1,6,1058.436545606992,66.01183277187576,HIGH
